id;Bachelor FHNW;Master FHNW
09cf41b9-fb18-4b07-9cb4-14d16cc39c6c;1;0
09e8824f-4cdf-4ddb-8255-3cc80cb22e4d;1;0
09efaf0a-4584-4567-9de2-bef61693508c;0;1
0a205712-175e-4c57-a881-4615078ea76c;1;0
0a253438-37fe-4617-a942-a1f9ac3e7090;1;0
0a4e7047-a20f-47d1-809d-b78d670e5190;1;0
0a63a62a-1db9-490d-8d30-ff0f5ce912a1;1;0
0a8f8814-b195-407d-826b-b773f362dbfc;0;1
0a91c976-92de-44e9-8674-6b1210ecea45;0;1
0ab6408f-7b8b-440b-8b4c-f80770df0eea;1;1
0aba3c41-7a2d-45b7-8438-77ebbdf60f35;1;1
0ae16c48-5abd-489a-9583-c9024ad2ef53;1;1
0ae99c2f-fcac-4bab-82ef-236724bd56cc;1;0
0b038018-ead6-40cc-8cfd-455915478691;1;0
0b24025f-a703-4fef-8aea-698f4704c6d6;1;0
0b2828e4-4990-4c75-a34c-c50b2cd6343a;1;0
0b2e6fdb-c865-424a-957c-5a2eb1f493fb;1;0
0b4055b0-fbf7-4371-a683-9696d81813ad;0;1
0b642c29-41dc-42a8-bc79-b33d7dff791a;0;1
0b65e935-eaee-4c45-91cd-81f8fc470aa8;1;0
0b791bcb-f423-4d43-ae77-eb808a1f7635;1;0
0b9a241c-ed56-4050-838c-fb92602e227a;1;0
0b9d10ff-4286-4b52-ba91-2943bdf762ab;0;1
0bb3e14b-b952-4df4-90dc-2fc303135cef;1;0
0be8aad5-3dbb-4a4b-a6e5-fd1da77e45ef;1;0
0bee4de9-ea3b-46a3-87f5-e764942a6938;1;1
0bfcc2fa-41a3-4219-9282-048e486aa6ba;0;1
0c0ba1be-0897-4d5a-80b8-aa278accece2;0;1
0c0d8e66-dd9d-4b2b-944c-beebfcf33140;1;1
0c195d48-aa51-430f-88c7-87e7ddcf2f9e;1;0
0c1f40c3-340d-42e8-acdf-6f061d219552;1;0
0c4690f8-5836-4e22-be2d-0743e98094c4;1;0
0c5048b9-8913-49e6-bf51-6c84b5382463;1;0
0c54907a-dfe7-4fdc-b05e-e00e73b6a653;1;0
0c679e45-d6fd-4ce7-8577-ed22e2c45f2e;1;0
0c93a15c-6755-48aa-ba2e-17cbfd48aea8;1;0
0cbc6f9a-36df-4b84-8481-995d963289f9;1;0
0cbce193-d599-4ff3-9a6a-0d6790fc0139;1;0
0cc8f45b-b35f-4e4c-b712-97a0fe5b3321;1;0
0d0033a1-ee2d-4719-8f66-556d2792bb5b;1;0
0d063602-01a0-42c8-8bbc-b7c75423cbe5;1;0
0d0667e1-3e95-4b97-a5ea-f8d32d30ef25;1;0
0d0ed36b-2d49-4fb2-bccc-42ecce101b65;0;1
0d260227-b37e-4abe-9c38-b49b3e184159;1;1
0d348a82-426c-4748-b4eb-85ad14c45939;1;0
0d49d081-0c32-405f-a980-655cdd5a465d;1;0
0d59ba0d-5435-448f-aac0-a9c114d96bc7;1;1
0d733371-c282-4dd5-b0b3-754ed87996f4;1;0
0d9177c7-5f5e-4662-9650-29fd50ed534f;0;1
0d9547c7-3720-4e8e-a8d0-80b3bc44bb9d;1;1
0da7c722-9ca3-4748-9059-8b62f679c7f3;1;1
0da9258a-9346-459f-9c55-ef645b1e06c4;1;0
0daa37b3-7665-458e-b755-087834719979;1;0
0db087a6-54d8-49e2-8903-fd03efb43fcb;0;1
0db7aa1e-0d1c-435d-9f20-233c210240e2;1;1
0dbb55a3-f705-4b81-8f68-932efe0c388a;0;1
0dc443df-d454-4424-a558-17d11caeb569;0;1
0dcc01ea-d2e3-4777-aacc-3baa2b7ec441;1;0
0dd1acb7-8535-4034-aafc-bced5b26a42e;1;0
0e2a08b9-6fea-43fa-8b8f-7b87c4926f97;1;0
0e42e5b4-c682-4831-9c79-e5ee9fef2773;1;1
0e4ffd6c-9061-4026-9bb6-cf9b1ee01cb7;1;0
0e617b09-4e57-4eb3-92f9-f92774f9bbf5;1;0
0e708399-2a77-4724-89be-41dde192874a;0;1
0e770977-8583-4bb5-bdb8-f7fa99b0b3a1;1;0
0e85d1d8-f4aa-443d-9f94-45bad815cd7b;1;1
0ead44ca-bfeb-49cd-9048-7b959181720f;1;0
0ebf3be5-e2e8-407e-92f4-6ebb925dc29e;0;1
0ecbec3a-f478-4560-aa77-4b2404af518b;1;0
0eefaadd-d83c-4618-8eaf-47e4e222c5c5;1;1
0f0cdc68-4958-43a9-89fa-b8af2a016bf5;1;0
0f1d3791-fc38-4687-8c1e-170563fd9c91;1;0
0f1ebb78-deff-476f-a424-d678ea528717;1;0
0f2e7c64-cc6f-4d56-a630-3599eee7c1f0;1;0
0f33b2ec-4d77-444b-bfe8-d54a5624569d;1;0
0f3cf5b6-197f-4d57-b294-84d4a6c5cbcb;1;0
0f457c51-80f3-49ae-92ad-3f1939f14745;1;0
0f488807-ec05-4f7e-a0f8-d1d401b25c2c;0;1
0f4bb63b-c37a-4d86-b194-74e3d466d44b;1;0
0f5427e3-491a-4c20-b323-515bdd77b0db;1;0
0f92fb0a-2f38-4523-a985-222bbc01b983;1;1
0f992cfe-5caa-4ee1-98b7-e4476f70fd57;1;0
0fa120fd-e483-4284-96e5-77d5d1a08ba7;1;0
0fb271a3-4026-42fe-9632-0dc6de815288;1;0
0fbee139-ea7e-4bd0-b54e-bce2af1e0e82;1;0
0fc05d55-2f82-4737-a22e-fe8243f53f1a;1;0
0ffa1255-dbfe-4767-a907-8d32e4f7b29a;1;1
10001823-4ff4-4922-af2d-4b9c9d19e7b3;1;0
10306a35-1d71-407a-8d5a-90ea154f106a;1;0
10387991-d489-446e-b803-4c68a0094a38;1;0
10df3fdc-c093-49bd-990b-7bf841db7ec8;1;0
10f4905c-0c2b-410a-9c0d-4453e7786cab;1;0
110bb9ec-d23a-447f-bbce-865771e8f6b6;1;0
11111658-0885-4cc9-bfcf-c23ea6a265d5;1;1
11261c64-6a08-4ab3-8d0b-a4a0cc931a4f;1;0
1155d156-bcc6-4218-9cb5-195440814468;1;1
11591dca-5d0b-4d08-aced-892e9df5a4d1;1;0
11781137-587f-46b2-9098-b6fc5f38f60c;1;0
117da7bd-15e5-463f-8fd3-ce6d6f71697e;1;0
1188bab8-b516-43d3-829a-2aa6ddd31cc5;1;0
119eb010-5beb-4e38-85c3-564cf0375d81;1;0
11ad6af9-06c9-4f56-bf97-cd2df9add69d;0;1
11aeb99e-dd4a-45e6-a5b6-d509a7b86a53;1;0
11b8dca1-e6a2-4ed9-8375-b89763e2432c;1;0
11cf5c23-90bc-4582-821d-975afc3bc136;1;0
11dde262-30e3-4ad2-82d8-325002025328;0;1
11df9d57-5ecc-40c6-8b84-af71fbc3ce28;1;0
11e2d96f-9a1e-4ac7-892f-03f2abc232e4;1;0
11f837e3-5a49-4c2b-b9e9-1c18f1dc0057;0;1
11f9ac40-5f6c-47b5-b29d-3e53117f3fa0;1;0
12031c23-a559-4a1c-ab42-3a4e2325a6d9;0;1
12263940-333c-46d2-a206-4c1fd8d1a2e7;1;0
123e61ca-2c1b-48f5-b607-04bcc897c5de;1;1
1246d818-c990-4035-980d-24291a93a900;0;1
1251bc5b-4296-4e62-8eff-e1115ae391df;1;0
12689538-d409-4c2a-82ba-1c0f05c0dec0;0;1
126b5d91-3beb-4009-b469-16c4f2046de8;1;1
12a3b4d8-cd53-422f-9a3b-86b7eda7c3ef;1;0
12cfebc1-41ed-4585-ad44-5957eeeb609d;1;1
12d621fa-990e-4309-8236-7e01107ac2ca;1;0
13097546-7eea-406d-963a-7560388cc4a1;1;0
131d7244-21a3-498b-a08d-5f3eac5894a9;1;0
13303e8a-6dfd-42ef-a857-065d2c1c662c;1;0
1343b0c0-4f97-4ed3-a505-07f78e9af38f;1;1
136a650c-3d99-4902-9edf-8a58e10b0d48;1;0
1389734c-81a0-4145-9004-7e8615d647f0;1;0
13a27d47-dd42-406f-a37a-7e1ad4cd295b;0;1
13a70e7c-032a-4a36-a77a-ecd52a2bf04e;1;0
13a80eca-5573-4464-b2dd-4b1067ba7989;1;0
13dd95b7-1908-4ee6-93c7-70d519bdf4ae;1;0
140c9d16-656f-43b9-9502-9cf03cb9059b;1;0
142a5f85-2f4f-4270-93d1-d6ca5d895f07;1;0
143c9faa-1f9c-4b54-b490-34d3a54eca7f;1;0
1442fe82-aee5-4d9d-8707-004182c93f84;1;0
144a2353-5460-4456-a6ea-ca79635be4a1;0;2
14678b7c-4d1a-4521-abed-8e22604f53ef;1;0
146b8893-6c8c-4ecb-8f73-6634ac1f33cb;1;0
14790c01-40c5-48d9-b0cc-2755d59c5b87;1;1
148d6348-e0ec-4f48-ab1a-e42f9c3637ae;1;0
149066d3-a211-4074-a9a7-2707a6083ac6;1;0
149a427a-9a1e-49c6-8174-3477ca06e4fd;1;0
14a64e27-c0b7-4a08-95aa-689d667318ca;0;1
14b2eca7-5180-406b-9899-35dd9c66e1c3;1;0
14be0263-6480-4970-bc50-0a8b0e8a0ff9;1;0
14ce3124-ad7f-4c5e-acd4-962aefea9130;1;0
14d0967a-c0b4-4afb-93e4-74b2943e25e1;1;0
14d0ea41-78fc-4c15-93b5-68139df54369;1;0
14d6484e-f6b2-4ddd-827f-04ff4dfbc179;1;0
14e5e361-dae5-44b4-ab0f-d031753fad2d;0;1
1506ef85-2892-4aec-8d45-615046736b5c;1;0
1535a240-b1e8-4f83-8429-ef5a53c877cf;1;0
1553f2ce-c6a8-4e6f-a7f1-dc1557053a4c;1;0
155811d8-a5a2-47cb-b09b-60af4bea27aa;1;1
1596198e-ca3c-4900-a051-d2261d52e0a0;2;0
159bf5bd-dc33-4e59-ad2f-bb6bae02dbaa;1;1
15a69c90-f337-487a-80d0-bca120ab8a43;1;0
15a70564-ccc4-4c66-9f73-fc84e67d7af5;1;1
15a783a4-17ea-4fb8-8adb-340ec32ceb56;0;1
15cf1302-0134-4e45-89fd-905ca008fadc;1;0
15e57ce6-03f4-4e50-83f3-f96eee8b8370;1;0
15eae8fb-5f15-479c-971b-71d5d0583fa1;0;1
15fda8d8-b699-4d45-9433-dc8289988347;1;0
160cd96f-fed9-434c-b545-7edcfe4bb4d1;1;0
1618f98b-421a-45e2-af0c-21308637e9f3;1;0
16446b52-c27f-4a40-bb86-a7de891e4dcb;0;1
165c9517-e474-4efa-a89b-0c3206d2145c;1;0
166945a6-1a96-4a30-a65b-d47bbf158ff5;1;0
16a0d3fe-f412-46a6-a939-4d23c76dcbb3;1;0
16c55bd5-2fc6-48fc-8ccf-34a2fa3374f3;1;0
16eb6bad-add6-4a1c-8372-c8734a92acc5;0;1
16f82a4e-bd81-48b5-a8d8-7944c5ac6ca8;1;0
171e4a02-7c87-46ad-aa5d-13501f20c652;0;2
171ea1ec-f7f1-4d2b-81b1-0d9e5760cbe1;1;0
17274d46-9f4c-4020-9352-5b3ba124ab8b;0;1
17653dea-f5e9-476d-8ed1-11d98182d351;1;0
17788551-4b2e-4cab-8554-94b792c41b0f;1;0
177bfb75-8b92-4c7f-ad9d-f6d8738fb797;0;1
17a9bd93-42a6-4726-a1e9-5e85cb3563b4;1;0
17bd971a-0cab-41ea-ac0b-c48109d06afa;0;1
17cf5fec-ffd5-4671-805f-8481747ba5d2;1;0
17d71c31-2120-422e-9d49-cd286d207fe7;1;0
17d7c640-c184-44de-95e7-3388cbfa8a86;1;0
17e86219-cd94-4547-a7ae-7dde451e9690;0;1
17eef208-bfba-4bb8-ad72-1829f40cb1b7;1;0
17f4d646-20af-4945-ae36-0d900884bdc9;1;0
17f4ff52-6630-4010-8e58-212712c312f5;0;1
1803cc23-c5e5-415a-8a25-9ca2a8d6cf2d;1;1
18259f79-96c7-4451-97ef-ebe05d60047c;1;0
18521ff0-4a95-4ccb-8bc5-3e07442035ba;1;0
186b575b-0675-4917-9ff6-9d0da5549c6f;1;1
1870d08d-d46a-4a33-9092-4f5a5744f035;1;0
187126fb-7c90-49d0-a31b-94707af6d47b;1;1
18a8bb27-e1fc-4c2a-a6b0-78ab5330f02b;1;1
18ad2de7-6d38-472f-9efe-b8f5c74d7b3d;1;0
18b05904-7e11-42e7-a797-01bb7a61680c;1;0
18d7b908-ce82-4519-9959-d3d0032d23cd;1;0
18dd75fd-2a7b-40d7-8f37-be988d152dbc;1;0
19039e5e-0afa-40db-9645-02812dad2c74;1;0
190800e8-9803-40d4-b555-fa534bbd3004;1;0
1909c4d6-b771-42fe-893d-6c497466c03f;1;0
1919bd69-862d-43b0-b8d5-dfd256d1a528;0;1
191a718b-9bd9-4fae-a5e1-63ebbcbc1774;1;0
192de4f4-bfad-4967-91f4-bf5b3f97503d;1;0
1938399a-4ea0-498d-bcf3-f47c39830fea;1;1
1950f5e4-76a2-4d19-bf19-a4f1c6769337;0;1
195aec89-e00a-497f-8acf-8220230bc1ec;1;0
196f6390-895d-4508-846e-79237b595151;1;0
1972712e-39ab-403f-8a9c-649a1f4b8e8f;1;0
1972a0ab-47cd-4487-98e0-963b04eb37dd;1;0
197a81e7-d1eb-4476-ac83-6668b364b9f9;1;1
1982379e-9005-40ef-8ded-9c2ca3dc292d;1;0
1982bc36-1e9e-4e98-85f3-9604b071871c;0;1
198a2080-f07a-4c62-9730-9c9725a44e6b;1;0
198f7e16-f0bf-4b9a-88f0-ebaff9d55498;1;0
19912bda-3fd7-4772-b074-fd435b470761;1;0
1992d684-6c9c-4a50-aaff-d3f9c95e68e6;1;0
1997c6d8-9e5c-41d1-85b1-1a87e38cfe21;1;0
19aba097-d0e7-43d3-b022-36cea06c9603;1;0
19b07e6d-9ed1-48e8-a7ff-5956f2584ff3;1;0
19d0ed99-47fd-4053-99b1-fd48d82e4e2e;1;1
19d89b04-2e82-4cbf-8c4f-d33be10e3754;1;0
19fc7e37-68b0-4f94-9d23-785d4ae09d17;1;1
1a007bb6-23ce-4e17-a007-d5ebb47ce41c;1;0
1a081ece-b529-4707-9b62-1f08efcdf4e1;1;0
1a2cdf88-8f93-49c0-ad9a-700d8bf4b9ff;1;0
1a5c99ca-73cb-4410-9d4c-bd21c518d30f;1;0
1a688a26-df2b-45d4-adb4-33992aa47eed;0;2
1a708037-0b3c-4de3-9f21-2104201ae5e8;1;0
1a71dc05-c898-43b0-90e3-6dc663e370be;1;0
1a7de66e-e326-4a5d-8849-53dc458086d8;1;0
1a8282a0-427a-41c3-a005-8198624d4fd0;2;0
1a845b04-6259-4d73-9990-80faf5d8b4be;1;0
1a974b26-c5f3-4a61-bdd5-d81fc703f091;1;0
1abd80c2-6e97-4d7d-941e-5051b50c3b52;0;1
1abf83bd-c655-4476-b17c-9ac68dded0d8;1;1
1ac3797a-db87-41d2-8652-892dad13e2ce;1;0
1aca2de5-cf3e-4bb1-aa03-55a961b89c07;0;2
1adbe0c9-7793-4d8a-a08f-ca18b8b3f834;1;0
1ae246b7-9e55-4bc8-92bc-fad96d709081;1;1
1ae80413-1ed6-40ef-8550-851e46b42f30;1;1
1b186cfe-6224-4441-a6af-ea77180f0394;1;0
1b27e12e-d957-4b89-ae79-a2ad6f1f176e;1;0
1b2e3043-1f3d-4e04-bf96-6f7be536d224;1;0
1b318c52-9a84-426f-b82b-251e467bc2c1;1;0
1b33bca8-5740-471d-8274-9e2b9b928471;1;0
1b3d2bec-de6d-4ba9-899a-ca3bc2599415;1;0
1b45e350-4eeb-4cf5-82fc-69cc4852c400;0;1
1b4e1c99-7541-462e-8e73-eb5425486d73;1;0
1b56080a-7e59-4eae-816d-df4e0df70acd;1;1
1b563b49-526e-4df0-9d03-d3681c2ab269;1;1
1b5f0aa2-f2e2-4b03-99b4-60e59d03d901;1;0
1b824087-c398-42a7-bc10-24cfac251300;2;0
1b908386-7003-43a9-9c10-18aba4b8fe13;2;0
1bab7840-75c0-42b7-8154-e0b059e9dd03;1;0
1baca5e0-c557-4b1d-a0ce-8a87aeb7f1b4;0;1
1bbaf3b8-2ac6-4cb0-a370-9f1434e3ed6d;1;0
1bc1df96-5342-4a8a-a88d-5b2d1352101c;1;0
1bc8e4c8-8ca2-4c74-8ba8-e0385a586c0d;1;0
1bc93f05-25f9-4d61-9e27-534bb87553cd;1;0
1be62128-edc4-4cc9-a477-ae30b7fff9fa;1;1
1bebc4bf-91b6-44a9-8e3e-1a9a7f19904c;0;2
1c05b657-f2d1-4efc-bc67-771189cd8cf5;1;0
1c09f3a8-b9a3-4bc3-9a87-d38356ffd764;1;0
1c2bd3ca-0467-402c-b81a-4e56253a8df8;0;1
1c31bf11-73d1-4455-b0dd-a75b913e31b0;1;0
1c443d27-5761-4b1b-8589-6b69a8382b39;0;1
1c56cc60-f030-4915-9a32-892ad4ace682;1;0
1c58a95d-e549-4930-991f-8ac175bd8593;1;0
1c681e7d-e4e8-455b-9e8f-9d3a4955fd82;1;0
1c72d4c8-683b-4c30-940e-db9446a74883;1;1
1c73b06c-5046-46cf-977c-d09199e2574e;0;1
1c7d8b19-d0db-4f66-9077-370eccba980e;1;1
1c99d6b8-2659-4681-bd60-cdc0361f3232;1;0
1ca5eff7-a986-465c-b0fc-01b2cb93e1d6;1;0
1cd17499-f816-434f-809e-9c6238ccb904;1;0
1cf05cea-a22a-4b78-8582-4345cd6d0bc2;1;0
1d2bfc3d-2e87-4779-922f-3655d53c1e17;1;0
1d39c3b6-4524-408a-af24-5426395ccb24;0;1
1d3b9ad8-7b8c-42fa-9270-7c06d7fa8c0d;0;1
1d4b2ecc-d01c-4ae8-a04f-f78ad0ec69f2;0;1
1d4e4509-feff-488c-aa38-9edff9fbb790;1;0
1d632cf0-d886-4471-b5ba-fb3c08479c8c;1;0
1d6d7f67-c275-450c-ac09-231f665f6b56;0;1
1d6d8378-146a-4bc1-ad0c-442a3b2d9feb;0;1
1d723918-c4e3-4b10-b704-2736aee00bed;0;1
1d81f764-7caa-47d8-a0cd-4cd1e2b38f31;1;0
1d8cb092-80a3-4f84-bbbc-1b04b26b3047;1;0
1daf6051-c773-4710-a088-c9495b41712c;1;0
1db74a34-44d0-40a8-93c0-210f93596668;1;0
1dc52d71-326e-452a-8c23-41a01ffbef57;1;0
1dcf5818-9071-4b46-836c-2a876451f829;1;0
1dd06685-1d84-472f-acc2-0b2f6e52162e;1;0
1dda0fe4-085d-4fc6-958c-65de9d9868a8;1;0
1de9c6fc-c527-4deb-a2ba-1160ace1e856;1;0
1dea5860-a933-496f-82d0-1d1f0e8fedc0;1;1
1ded8e0f-8735-4fc5-87d5-4a41ae98f0c7;1;1
1deea93c-617d-464c-b5b6-4b7a69c37b51;1;0
1e06b889-621a-4666-be65-56c77f2c15fa;0;1
1e26d3b6-14ec-4640-bca2-500b1edb937c;1;0
1e409c2e-d89d-416e-a22c-a72bae25e4f8;1;0
