;Inputs for Algorithm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0469dd50-1ace-4d2c-8c62-4574d0068d75;8;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
049899cb-f874-4b49-b181-b71d6fb00383;13;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04d6cf1a-666d-4269-a93e-e7df567ba4a2;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04de9f23-1f9d-46ed-bc9a-16ee0e3d78d6;3;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04e44918-70ef-4213-8066-a6f72f540898;9;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04eec84e-f56b-4241-ad72-db10ec93741f;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
05278e2c-dfd0-4e0a-a14c-9293dd1677e3;15;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0543aa6d-be0a-420a-beaf-9a2ac140c420;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0560e719-67b3-4c51-873f-2591bb58485f;9;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
056a06cb-1dd1-4648-8a98-41f7ba311870;17;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
056f1f9a-da7e-4e13-a358-24d354063625;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05875c94-6009-4c16-b7fd-aeeb92619bcd;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
059e69bb-fc24-4bd2-a2db-a35bfd1fd7b9;17;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05b14747-5f6d-482b-ae77-83ded7ff02c5;8;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05b1e084-f497-4573-9759-8c69d406f47a;9;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05de4ad6-dc42-4cd2-9fb6-3780760754cd;5;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0610a5ee-c440-4da7-963a-4271613a612f;10;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0620f0cf-1ef1-4271-92e8-f27a2a038d9b;19;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06487403-1a3d-4b03-94b8-f108089d0b59;7;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06848a67-a86e-4e07-9496-c81103e53012;16;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
068912e4-b572-4d4b-89ab-93d905181e7d;10;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0697d46e-c5d9-4052-8943-7d3fc2a2e42d;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06b5bcd3-8b86-44e4-878c-571e95a00e0f;8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06ba2bff-874d-4e36-9e2e-da2beed95966;11;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06d05685-729a-4420-ae41-d561599ee3df;14;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06d45885-ba64-4efe-8624-e2947fb3a8b1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06dd0e3e-f32f-4d2f-b76c-af7de8da40f5;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06e082dd-3492-4a31-a90b-cac5f54d867c;8;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06f1f19d-b45f-46c1-9a69-3dbf98a8fc1e;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0704b668-28cc-4a74-88bb-adfb65e0177b;10;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
074662e3-ae59-45ed-90b4-df4de0f5ab43;10;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07550660-9845-4172-8568-4ae23e34b86d;9;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
075b053d-bf31-4193-988f-5edacd2882e8;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
075fdd66-b080-4b7f-b420-e60066ea38e3;15;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07609d33-3281-4fa5-81ea-e5bd93ababc8;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
076242c7-d2e0-4468-8e97-421605f68236;9;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0762a64f-e596-4715-87c5-472a716484c2;10;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07736fc1-5f80-42b8-8fe8-52e7588660b5;8;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0773a2a4-081a-456f-914c-efbd9453de8e;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
077d27d0-3b09-4c7a-9479-1f7ed2de7369;15;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07b0cf6a-8ade-4ebe-a119-243697a25085;6;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07f288b0-a68a-48d6-82fa-66839eaf4dce;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
081458bf-6500-406b-bf1b-552c11584d19;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
08298ac4-51ef-4330-8c66-d2cb2c1b35ea;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
082ceb21-d04c-4818-8c57-b0e61dc04c6b;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08617cc5-450d-4645-a6c6-97934463e31a;12;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08630207-afb7-4b93-90d2-711f1767e62c;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
087c7ebb-7fd7-4b55-b907-f781de9a9854;7;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08864685-3967-4f9a-a581-4e498085a2c9;13;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0895e6c7-4e00-4885-a053-47054a763676;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0896b7bd-4bb2-45f4-9dda-b3fc917be7c2;6;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0897919c-8ac0-4e4e-a470-6a7038d0f7ef;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
08a21b96-aae2-48da-8685-a86ff0f6a340;5;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08cc4eb7-2c53-411d-8b91-053cd23a8f35;12;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08d0a08a-cf4a-46b2-bd51-b77eb54dcc3e;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08d96b8f-5b9b-4061-a8e6-8d3a4461bb18;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08deb835-804c-4c5f-ba31-23a72dddb82a;18;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08f55575-9906-4b3c-a88e-bc0cb1787443;12;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
090cd903-b9f9-44bc-bfd6-9a2f50f9beb8;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09150bd4-e0dc-4a87-94f1-1affe66df01a;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09244582-2ffb-43f3-8bc0-c4e11be6d93e;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
093da177-89f2-4d2f-83b5-1997b4748e6f;13;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09609059-1900-4d99-8bdc-828dd171a5f2;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
096a3539-47aa-4408-9faa-4215124ace10;12;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
096f7df1-80e5-48c3-8bd5-4d9bd05197fc;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0971b7bb-5472-4899-983f-68f6deef2a3b;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0974b2ca-6888-464c-baec-2bfe5a10443f;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
097aa8cd-9f04-482f-9f58-7d239c4099ce;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0994a2d1-3170-4a74-b529-dd09e13d374b;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
09abfff6-7e3d-4579-b9d1-1f1fa851be23;10;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09af6c9e-56e1-42b9-978b-1e6b940a8eb2;19;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09b5f3cc-bf55-47ec-920f-347d29a24617;11;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09cf41b9-fb18-4b07-9cb4-14d16cc39c6c;16;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09e8824f-4cdf-4ddb-8255-3cc80cb22e4d;11;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09efaf0a-4584-4567-9de2-bef61693508c;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
0a205712-175e-4c57-a881-4615078ea76c;7;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0a253438-37fe-4617-a942-a1f9ac3e7090;6;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0a4e7047-a20f-47d1-809d-b78d670e5190;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0a63a62a-1db9-490d-8d30-ff0f5ce912a1;12;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0a8f8814-b195-407d-826b-b773f362dbfc;5;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
